unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
5011,14500,auxiliary handle,14513,150,handle,374,8,36015,import,374,skil drill,1,consumer,15,plastic,30,human energy,29,14476,30,human energy,29,14522,2,7,1,channel,,,
5012,14500,auxiliary handle,14513,150,handle,374,52,36013,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5013,14500,auxiliary handle,14513,150,handle,374,52,36014,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5014,14501,ball bearing 1,14495,69,bearing,374,13,36016,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14484,5,solid,1,14522,2,7,1,channel,,,
5015,14501,ball bearing 1,14495,69,bearing,374,13,36017,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14494,5,solid,1,14522,2,7,1,channel,,,
5016,14501,ball bearing 1,14495,69,bearing,374,13,36018,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14515,5,solid,1,14522,2,7,1,channel,,,
5017,14502,clutch spacer,14495,59,clutch,374,52,36019,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14496,5,solid,1,14522,2,50,1,support,,,
5018,14502,clutch spacer,14495,59,clutch,374,52,36020,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14464,5,solid,1,14522,2,50,1,support,,,
5019,14502,clutch spacer,14495,59,clutch,374,53,36021,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14466,5,solid,1,14522,2,50,1,support,,,
5020,14503,left housing,14513,50,housing,374,8,36027,import,374,skil drill,1,consumer,16,rubber,30,human energy,29,14476,30,human energy,29,14522,2,7,1,channel,,,
5021,14503,left housing,14513,50,housing,374,52,36028,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5022,14503,left housing,14513,50,housing,374,52,36029,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14506,5,solid,1,14522,2,50,1,support,,,
5023,14503,left housing,14513,50,housing,374,52,36030,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14509,5,solid,1,14522,2,50,1,support,,,
5024,14503,left housing,14513,50,housing,374,52,36031,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14485,5,solid,1,14522,2,50,1,support,,,
5025,14503,left housing,14513,50,housing,374,52,36032,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14467,5,solid,1,14522,2,50,1,support,,,
5026,14503,left housing,14513,50,housing,374,52,36033,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14471,5,solid,1,14522,2,50,1,support,,,
5027,14503,left housing,14513,50,housing,374,52,36034,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14474,5,solid,1,14522,2,50,1,support,,,
5028,14503,left housing,14513,50,housing,374,52,36035,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14500,5,solid,1,14522,2,50,1,support,,,
5029,14503,left housing,14513,50,housing,374,52,36036,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14520,5,solid,1,14522,2,50,1,support,,,
5030,14503,left housing,14513,50,housing,374,53,36022,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14479,5,solid,1,14522,2,50,1,support,,,
5031,14503,left housing,14513,50,housing,374,53,36023,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14489,5,solid,1,14522,2,50,1,support,,,
5032,14503,left housing,14513,50,housing,374,53,36024,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14521,5,solid,1,14522,2,50,1,support,,,
5033,14503,left housing,14513,50,housing,374,53,36025,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14519,5,solid,1,14522,2,50,1,support,,,
5034,14503,left housing,14513,50,housing,374,53,36026,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14481,5,solid,1,14522,2,50,1,support,,,
5035,14503,left housing,14513,50,housing,374,53,36037,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14485,5,solid,1,14522,2,50,1,support,,,
5036,14503,left housing,14513,50,housing,374,53,36038,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14482,5,solid,1,14522,2,50,1,support,,,
5037,14504,switch assembly,14513,175,assembly,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
5038,14505,ball bearing 2,14495,69,bearing,374,13,36039,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14494,5,solid,1,14522,2,7,1,channel,,,
5039,14505,ball bearing 2,14495,69,bearing,374,13,36040,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14516,5,solid,1,14522,2,7,1,channel,,,
5040,14505,ball bearing 2,14495,69,bearing,374,13,36041,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14490,5,solid,1,14522,2,7,1,channel,,,
5041,14505,ball bearing 2,14495,69,bearing,374,13,36042,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14484,5,solid,1,14522,2,7,1,channel,,,
5042,14506,front housing sleeve,14513,50,housing,374,52,36043,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5043,14506,front housing sleeve,14513,50,housing,374,52,36044,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5044,14506,front housing sleeve,14513,50,housing,374,52,36045,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14467,5,solid,1,14522,2,50,1,support,,,
5045,14506,front housing sleeve,14513,50,housing,374,52,36046,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14469,5,solid,1,14522,2,50,1,support,,,
5046,14507,red wire 1,14504,154,electric wire,374,10,36047,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14479,34,electrical,29,14519,2,7,1,channel,,,
5047,14508,red wire 2,14504,154,electric wire,374,10,36048,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14489,2,7,1,channel,,,
5048,14509,back housing sleeve,14513,50,housing,374,52,36049,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5049,14509,back housing sleeve,14513,50,housing,374,52,36050,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5050,14509,back housing sleeve,14513,50,housing,374,52,36051,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14485,5,solid,1,14522,2,50,1,support,,,
5051,14509,back housing sleeve,14513,50,housing,374,52,36052,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14471,5,solid,1,14522,2,50,1,support,,,
5052,14509,back housing sleeve,14513,50,housing,374,52,36053,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14473,5,solid,1,14522,2,50,1,support,,,
5053,14510,red wire 3,14504,154,electric wire,374,10,36054,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14521,2,7,1,channel,,,
5054,14511,red wire 4,14504,154,electric wire,374,10,36055,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14497,2,7,1,channel,,,
5055,14512,planetary gear carrier 1,14495,165,gear,374,10,36058,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14468,40,mechanical,29,14470,2,7,1,channel,,,
5056,14512,planetary gear carrier 1,14495,165,gear,374,13,36056,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14468,5,solid,1,14522,2,7,1,channel,,,
5057,14512,planetary gear carrier 1,14495,165,gear,374,13,36057,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14470,5,solid,1,14522,2,7,1,channel,,,
5058,14512,planetary gear carrier 1,14495,165,gear,374,24,36059,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14468,40,mechanical,29,14470,2,22,1,control magnitude,,,
5059,14513,drill,14513,179,system,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
5060,14514,planetary gear carrier 2,14495,165,gear,374,10,36063,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14470,40,mechanical,29,14472,2,7,1,channel,,,
5061,14514,planetary gear carrier 2,14495,165,gear,374,13,36060,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14470,5,solid,1,14522,2,7,1,channel,,,
5062,14514,planetary gear carrier 2,14495,165,gear,374,13,36061,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14472,5,solid,1,14522,2,7,1,channel,,,
5063,14514,planetary gear carrier 2,14495,165,gear,374,24,36062,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14470,40,mechanical,29,14472,2,22,1,control magnitude,,,
5064,14515,ball bearing cover,14495,96,cover,374,13,36066,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14501,5,solid,1,14522,2,7,1,channel,,,
5065,14515,ball bearing cover,14495,96,cover,374,53,36064,position,374,skil drill,1,consumer,11,metal,5,solid,1,14466,5,solid,1,14522,2,50,1,support,,,
5066,14515,ball bearing cover,14495,96,cover,374,53,36065,position,374,skil drill,1,consumer,11,metal,5,solid,1,14484,5,solid,1,14522,2,50,1,support,,,
5067,14516,planetary gear carrier 3,14495,165,gear,374,10,36068,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14472,40,mechanical,29,14484,2,7,1,channel,,,
5068,14516,planetary gear carrier 3,14495,165,gear,374,13,36070,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14462,5,solid,1,14522,2,7,1,channel,,,
5069,14516,planetary gear carrier 3,14495,165,gear,374,13,36071,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14472,5,solid,1,14522,2,7,1,channel,,,
5070,14516,planetary gear carrier 3,14495,165,gear,374,13,36072,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14490,5,solid,1,14522,2,7,1,channel,,,
5071,14516,planetary gear carrier 3,14495,165,gear,374,13,36073,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14505,5,solid,1,14522,2,7,1,channel,,,
5072,14516,planetary gear carrier 3,14495,165,gear,374,24,36069,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14472,40,mechanical,29,14484,2,22,1,control magnitude,,,
5073,14516,planetary gear carrier 3,14495,165,gear,374,53,36067,position,374,skil drill,1,consumer,11,metal,5,solid,1,14484,5,solid,1,14522,2,50,1,support,,,
5074,14517,screwdriver bit,14513,1,unclassified,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
5075,14518,gear housing,14495,50,housing,374,13,36076,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14497,5,solid,1,14522,2,7,1,channel,,,
5076,14518,gear housing,14495,50,housing,374,13,36077,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14493,5,solid,1,14522,2,7,1,channel,,,
5077,14518,gear housing,14495,50,housing,374,13,36078,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14468,5,solid,1,14522,2,7,1,channel,,,
5078,14518,gear housing,14495,50,housing,374,13,36080,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14491,5,solid,1,14522,2,7,1,channel,,,
5079,14518,gear housing,14495,50,housing,374,52,36075,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14484,5,solid,1,14522,2,50,1,support,,,
5080,14518,gear housing,14495,50,housing,374,52,36079,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14478,5,solid,1,14522,2,50,1,support,,,
5081,14518,gear housing,14495,50,housing,374,53,36074,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14462,5,solid,1,14522,2,50,1,support,,,
5082,14519,switch,14504,175,assembly,374,13,36083,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14481,5,solid,1,14522,2,7,1,channel,,,
5083,14519,switch,14504,175,assembly,374,13,36085,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,7,1,channel,,,
5084,14519,switch,14504,175,assembly,374,23,36081,actuate,374,skil drill,1,consumer,15,plastic,34,electrical,29,14522,34,electrical,29,14522,2,22,1,control magnitude,,,
5085,14519,switch,14504,175,assembly,374,23,36082,actuate,374,skil drill,1,consumer,15,plastic,30,human energy,29,14476,30,human energy,29,14522,2,22,1,control magnitude,,,
5086,14519,switch,14504,175,assembly,374,52,36084,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5087,14520,battery,14513,132,battery,374,41,36088,supply,374,skil drill,1,consumer,15,plastic,34,electrical,29,14522,34,electrical,29,14479,2,37,1,provision,,,
5088,14520,battery,14513,132,battery,374,52,36086,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5089,14520,battery,14513,132,battery,374,52,36087,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5090,14520,battery,14513,132,battery,374,52,36089,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14479,5,solid,1,14522,2,50,1,support,,,
5091,14521,integrated circuit,14504,145,circuit board,374,9,36091,export,374,skil drill,1,consumer,15,plastic,36,optical,35,14522,36,optical,35,14476,2,7,1,channel,,,
5092,14521,integrated circuit,14504,145,circuit board,374,24,36090,regulate,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14522,2,22,1,control magnitude,,,
5093,14521,integrated circuit,14504,145,circuit board,374,35,36092,convert,374,skil drill,1,consumer,15,plastic,34,electrical,29,14522,36,optical,35,14522,1,,,,,,
5094,14521,integrated circuit,14504,145,circuit board,374,53,36093,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5095,14522,internal,,177,internal,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
5096,14523,left housing,14545,50,housing,375,8,36094,import,375,skil flashlight,1,consumer,15,plastic,30,human energy,29,14528,30,human energy,29,14524,2,7,1,channel,,,
5097,14523,left housing,14545,50,housing,375,13,36100,guide,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14542,5,solid,1,14524,2,7,1,channel,,,
5098,14523,left housing,14545,50,housing,375,13,36103,guide,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14543,5,solid,1,14524,2,7,1,channel,,,
5099,14523,left housing,14545,50,housing,375,52,36095,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14540,5,solid,1,14524,2,50,1,support,,,
5100,14523,left housing,14545,50,housing,375,52,36101,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14532,5,solid,1,14524,2,50,1,support,,,
5101,14523,left housing,14545,50,housing,375,52,36102,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14529,5,solid,1,14524,2,50,1,support,,,
5102,14523,left housing,14545,50,housing,375,53,36096,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14531,5,solid,1,14524,2,50,1,support,,,
5103,14523,left housing,14545,50,housing,375,53,36097,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14535,5,solid,1,14524,2,50,1,support,,,
5104,14523,left housing,14545,50,housing,375,53,36098,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14530,5,solid,1,14524,2,50,1,support,,,
5105,14523,left housing,14545,50,housing,375,53,36099,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14541,5,solid,1,14524,2,50,1,support,,,
5106,14524,internal,,177,internal,375,,,,375,skil flashlight,1,consumer,,,,,,,,,,,,,,,,,
5107,14525,black wire,14526,154,electric wire,375,10,36104,transfer,375,skil flashlight,1,consumer,15,plastic,34,electrical,29,14541,34,electrical,29,14527,2,7,1,channel,,,
5108,14526,switch assembly,14545,175,assembly,375,,,,375,skil flashlight,1,consumer,,,,,,,,,,,,,,,,,
5109,14527,bulb fixture assembly,14526,175,assembly,375,10,36109,transfer,375,skil flashlight,1,consumer,15,plastic,34,electrical,29,14524,34,electrical,29,14534,2,7,1,channel,,,
5110,14527,bulb fixture assembly,14526,175,assembly,375,24,36108,regulate,375,skil flashlight,1,consumer,15,plastic,34,electrical,29,14524,34,electrical,29,14524,2,22,1,control magnitude,,,
5111,14527,bulb fixture assembly,14526,175,assembly,375,52,36105,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14543,5,solid,1,14524,2,50,1,support,,,
5112,14527,bulb fixture assembly,14526,175,assembly,375,52,36107,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14533,5,solid,1,14524,2,50,1,support,,,
5113,14527,bulb fixture assembly,14526,175,assembly,375,53,36106,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14534,5,solid,1,14524,2,50,1,support,,,
5114,14528,external,,178,external,375,,,,375,skil flashlight,1,consumer,,,,,,,,,,,,,,,,,
5115,14529,battery,14545,175,assembly,375,41,36112,supply,375,skil flashlight,1,consumer,15,plastic,34,electrical,29,14524,34,electrical,29,14541,2,37,1,provision,,,
5116,14529,battery,14545,175,assembly,375,52,36110,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14523,5,solid,1,14524,2,50,1,support,,,
5117,14529,battery,14545,175,assembly,375,52,36111,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14540,5,solid,1,14524,2,50,1,support,,,
5118,14529,battery,14545,175,assembly,375,52,36113,secure,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14541,5,solid,1,14524,2,50,1,support,,,
5119,14530,switch,14526,175,assembly,375,13,36114,guide,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14535,5,solid,1,14524,2,7,1,channel,,,
5120,14530,switch,14526,175,assembly,375,23,36117,actuate,375,skil flashlight,1,consumer,15,plastic,34,electrical,29,14535,34,electrical,29,14524,2,22,1,control magnitude,,,
5121,14530,switch,14526,175,assembly,375,53,36115,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14523,5,solid,1,14524,2,50,1,support,,,
5122,14530,switch,14526,175,assembly,375,53,36116,position,375,skil flashlight,1,consumer,15,plastic,5,solid,1,14540,5,solid,1,14524,2,50,1,support,,,
5123,14531,trigger spring,14545,135,spring,375,13,36119,guide,375,skil flashlight,1,consumer,11,metal,5,solid,1,14535,5,solid,1,14524,2,7,1,channel,,,
5124,14531,trigger spring,14545,135,spring,375,38,36120,store,375,skil flashlight,1,consumer,11,metal,40,mechanical,29,14535,40,mechanical,29,14524,2,37,1,provision,,,
5125,14531,trigger spring,14545,135,spring,375,53,36118,position,375,skil flashlight,1,consumer,11,metal,5,solid,1,14540,5,solid,1,14524,2,50,1,support,,,
5126,14531,trigger spring,14545,135,spring,375,53,36121,position,375,skil flashlight,1,consumer,11,metal,5,solid,1,14523,5,solid,1,14524,2,50,1,support,,,
5127,14532,screw 1,14545,163,screw,375,18,36122,couple,375,skil flashlight,1,consumer,11,metal,5,solid,1,14523,5,solid,1,14540,2,17,1,connect,,,
5128,14533,screw 2,14545,163,screw,375,18,36123,couple,375,skil flashlight,1,consumer,11,metal,5,solid,1,14527,5,solid,1,14543,2,17,1,connect,,,
5129,14534,bulb,14545,110,light source,375,9,36127,export,375,skil flashlight,1,consumer,11,metal,36,optical,35,14524,36,optical,35,14528,2,7,1,channel,,,
5130,14534,bulb,14545,110,light source,375,35,36126,convert,375,skil flashlight,1,consumer,11,metal,34,electrical,29,14524,36,optical,35,14524,1,,,,,,
5131,14534,bulb,14545,110,light source,375,53,36124,position,375,skil flashlight,1,consumer,11,metal,5,solid,1,14536,5,solid,1,14524,2,50,1,support,,,
5132,14534,bulb,14545,110,light source,375,53,36125,position,375,skil flashlight,1,consumer,11,metal,5,solid,1,14527,5,solid,1,14524,2,50,1,support,,,
5133,14535,trigger,14545,89,lever,375,8,36132,import,375,skil flashlight,1,consumer,15,plastic,30,human energy,29,14528,30,human energy,29,14524,2,7,1,channel,,,
